canonical,reference_headline,generated_headline,bleu1,bleu2,bleu4,meteor,rouge1,rouge2,rougeL,chrF,exact_match,length_ratio
The remains of the explorer who named Australia have been discovered in London.,Remains of explorer who named Australia discovered in London,Remains of explorer who name Australia been discovered in London .,0.7272727272727273,0.6030226891555273,0.3508439695638686,0.9728931830381106,0.9473684210526316,0.823529411764706,0.9473684210526316,0.9500000000000001,0.0,1.2222222222222223
Mark Mobius has said he came back from an India trip amazed at the changes.,"Came back from India trip, amazed at the changes: Mark Mobius",Mark Mobius said he come back from India trip amazed at changes .,0.5384615384615384,0.4236592728681617,0.11302127100918531,0.6004008746355685,0.7826086956521738,0.5714285714285713,0.6086956521739131,0.9268292682926829,0.0,1.1818181818181819
Karan Johar has said that Ranbir and Varun do not have as much energy as Ranveer.,"Ranbir, Varun don't have as much energy as Ranveer: Karan",Karan Johar said that Ranbir and Varun not have as much energy as Ranveer .,0.4666666666666667,0.36514837167011077,0.2676032275663791,0.640427599611273,0.7200000000000001,0.4347826086956522,0.64,0.8780487804878048,0.0,1.5
Arshad Warsi has said that Rohit Shetty is obliged to make 'Golmaal 5'.,Rohit Shetty is obliged to make 'Golmaal 5': Arshad Warsi,Arshad Warsi said that Rohit Shetty is obliged to make ' Golmaal 5 ' .,0.5333333333333333,0.47809144373375745,0.3641410562218426,0.7559523809523812,0.9090909090909091,0.7999999999999999,0.7272727272727272,0.9473684210526315,0.0,1.5
"Karan Johar has said, ""I'm ready to make a legit gay love story.""",I'm ready to make a legit gay love story: Karan Johar,"Karan Johar said , "" I 'm ready to make legit gay love story . """,0.5,0.408248290463863,0.11633270842295028,0.6773097826086958,0.9166666666666666,0.7272727272727273,0.75,0.9,0.0,1.4545454545454546
Boman Irani has joined the cast of Vivek Oberoi's PM Modi biopic.,Boman Irani joins cast of Vivek Oberoi's PM Modi biopic,Boman Irani joined cast of Vivek Oberoi 's PM Modi biopic .,0.6666666666666666,0.5504818825631803,0.161089927696874,0.8775114984265312,1.0,1.0,1.0,0.972972972972973,0.0,1.2
An ex-US Open singles winner has won the Australian Open women's doubles title.,Ex-US Open singles winner wins Aus Open women's doubles title,Ex - US Open singles winner won Australian Open women 's doubles title .,0.42857142857142855,0.3144854510165755,0.09303723531853667,0.6465855572998429,0.8333333333333334,0.7272727272727273,0.8333333333333334,0.9743589743589743,0.0,1.4
McCullum helped Team Rugby beat Team Cricket in a T20 match.,McCullum helps Team Rugby beat Team Cricket in T20 match,McCullum help Team Rugby beat Team Cricket in T20 match .,0.8181818181818182,0.7567874686642695,0.6989307622784944,0.9896039603960397,1.0,1.0,1.0,0.9473684210526315,0.0,1.1
Saba Karim has said that third umpires who do not perform well will be weeded out.,3rd umpires who don't do well will be weeded out: Saba Karim,Saba Karim said that third umpires who not perform well be weeded out .,0.5,0.33968311024337877,0.05437427682227521,0.7053228091479459,0.6153846153846154,0.3333333333333333,0.46153846153846156,0.8717948717948718,0.0,1.1666666666666667
"Wasim Jaffer is the first to score 1,000 runs in a Ranji season twice.","Wasim Jaffer 1st to score 1,000 runs in a Ranji season twice","Wasim Jaffer is first to score 1,000 runs in Ranji season twice .",0.7692307692307693,0.6698641270570836,0.4250281413416978,0.8998702274434806,0.8461538461538461,0.6666666666666666,0.8461538461538461,0.9714285714285714,0.0,1.0833333333333333
"Rahul has said, ""We will waive farm loans in ten days if we win in Odisha.""",Will waive farm loans in 10 days if we win: Rahul in Odisha,"Rahul said , "" We waive farm loans in ten days if we win in Odisha . """,0.5555555555555556,0.4428074427700477,0.22250253290431038,0.8065503520048976,0.8148148148148148,0.5599999999999999,0.7407407407407408,0.8205128205128205,0.0,1.3846153846153846
Piyush Goyal has said that Jaitley is in good health and recovering rapidly.,"Jaitley in good health, recovering rapidly: Piyush Goyal",Piyush Goyal said that Jaitley is in good health and recovering rapidly .,0.46153846153846156,0.2773500981126146,0.051424016050282635,0.6013071895424836,0.8,0.4444444444444444,0.6,0.9230769230769231,0.0,1.625
A thirty-three-year-old man raped a three-year-old girl in Hyderabad and was arrested.,"33-yr-old man rapes 3-yr-old girl in Hyderabad, arrested",Thirty - three - year - old man rape three - year - old girl in Hyderabad and was arrested .,0.19047619047619047,0.09759000729485333,0.02297185935845028,0.4795698924731184,0.5925925925925926,0.4,0.5925925925925926,0.8947368421052632,0.0,2.625
Eight hundred fifty-five police officers have been awarded medals on the eve of Republic Day.,police officers awarded medals on eve of Republic Day,Eight hundred fifty - five police officers been awarded medals on eve of Republic Day .,0.5625,0.51234753829798,0.4121183751323027,0.9227440498918162,0.782608695652174,0.6666666666666667,0.782608695652174,0.878048780487805,0.0,1.7777777777777777
Groww has made investing commission-free.,Groww has made investing commission free,Groww made investing commission - free .,0.7142857142857143,0.48795003647426655,0.18575057999133598,0.7311475409836065,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.9090909090909091,0.0,1.1666666666666667
The Nawazuddin Siddiqui starrer 'Thackeray' has hit the theatres.,Nawazuddin Siddiqui starrer 'Thackeray' hits the theatres,Nawazuddin Siddiqui starrer ' Thackeray ' hit theatres .,0.4444444444444444,0.33333333333333337,0.12753431387594827,0.6194444444444446,0.923076923076923,0.7272727272727272,0.923076923076923,0.9714285714285714,0.0,1.2857142857142858
"Juhi, a screenplay writer, has said that concepts like 'kanya daan' need to change.",Concepts like 'kanya daan' need to change: Screenplay writer Juhi,"Juhi , screenplay writer , said that concepts like ' kanya daan ' need to change .",0.4117647058823529,0.27785946511310566,0.043788268658607944,0.5931718481785236,0.9090909090909091,0.7000000000000001,0.6363636363636365,0.9302325581395349,0.0,1.7
Shiv Sena workers protested inside a movie hall over the absence of a 'Thackeray' poster.,Sena workers protest inside movie hall over no 'Thackeray' poster,Shiv Sena workers protest inside movie hall over absence of ' Thackeray ' poster .,0.5333333333333333,0.47809144373375745,0.41374412020518814,0.7559523809523812,0.8181818181818182,0.7000000000000001,0.8181818181818182,0.9268292682926829,0.0,1.5
"A man asked for a new Maps feature, and Google India responded with shayari.","Man asks for new Maps feature, Google India responds with shayari","Man asked for new Maps feature , and Google India respond with shayari .",0.5714285714285714,0.41931393468876726,0.10743014571163138,0.8814159292035397,0.9565217391304348,0.8571428571428572,0.9565217391304348,0.975609756097561,0.0,1.2727272727272727
"Mark Zuckerberg has said, ""We don't sell people's data.""",We don't sell people's data: Facebook CEO Mark Zuckerberg,"Mark Zuckerberg said , "" We n't sell people 's data . """,0.30769230769230765,0.16012815380508713,0.039073802494525016,0.3357712765957447,0.761904761904762,0.5263157894736842,0.5714285714285713,0.8636363636363636,0.0,1.4444444444444444
"Rahul has said, ""When PM Modi abuses me, I feel like hugging him.""","When PM Modi abuses me, I feel like hugging him: Rahul","Rahul said , "" When PM Modi abuse me , I feel like hugging him . """,0.47058823529411764,0.3834824944236852,0.2140909265975804,0.7614942528735632,0.9565217391304348,0.8571428571428572,0.8695652173913043,0.9268292682926829,0.0,1.5454545454545454
Zomato has hired a psychiatrist to counsel delivery executives.,Zomato hires psychiatrist to counsel delivery executives,Zomato hired psychiatrist to counsel delivery executives .,0.75,0.6546536707079771,0.5410822690539396,0.9844782983615982,1.0,1.0,1.0,0.9743589743589743,0.0,1.1428571428571428
"The lingerie brand Clovia, founded by an IIT Delhi alumnus, has raised $10 million.",IIT Delhi alumnus' lingerie brand Clovia raises $10 million,"Lingerie brand Clovia , founded by IIT Delhi alumnus , raised $ 10 million .",0.4,0.29277002188455997,0.08609583710384033,0.6611394557823128,0.9,0.6666666666666665,0.6,0.888888888888889,0.0,1.6666666666666667
A nineteen-year-old boy killed a twenty-year-old aspiring model for refusing sex.,19-year-old boy killed 20-year-old aspiring model for refusing sex,Nineteen - year - old boy kill twenty - year - old aspiring model for refusing sex .,0.3333333333333333,0.28005601680560194,0.21042990347620458,0.6988249845392703,0.8461538461538461,0.75,0.8461538461538461,0.8444444444444444,0.0,2.0
The US commerce chief has told unpaid workers to get a loan.,Get a loan: US commerce chief to unpaid workers amid govt shutdown,US commerce chief told unpaid workers to get loan .,0.5731115271545874,0.3954845265514811,0.11697371774413853,0.537876167416119,0.761904761904762,0.3157894736842105,0.4761904761904762,0.9268292682926829,0.0,0.8333333333333334
Brazil's first openly gay congressman has quit and left the country over threats.,"Brazil 1st openly gay congressman quits, leaves country over threats",Brazil 's first openly gay congressman quit and leave country over threats .,0.5384615384615384,0.4236592728681617,0.13440569963077395,0.8576051779935275,0.8181818181818182,0.6,0.8181818181818182,0.8695652173913043,0.0,1.3
The Supreme Court has upheld India's new insolvency law in its entirety.,Supreme Court upholds India's new insolvency law in its entirety,Supreme Court upheld India 's new insolvency law in its entirety .,0.6666666666666666,0.6030226891555271,0.46924700641055994,0.8775114984265312,0.9090909090909091,0.8000000000000002,0.9090909090909091,0.9743589743589743,0.0,1.2
The CBI may probe the CEOs of ICICI and Goldman India in the Kochhar-Videocon case.,"CBI may probe ICICI, Goldman India CEOs in Kochhar-Videocon case",CBI probe CEOs of ICICI and Goldman India in Kochhar - Videocon case .,0.5,0.19611613513818402,0.04131551591106297,0.46114599686028257,0.8695652173913043,0.380952380952381,0.7826086956521738,0.9,0.0,1.4
"Kunal has toasted to friendship, love, and parenting with Soha on their anniversary.","To friendship, love, parenting: Kunal to Soha on anniversary","Kunal toasted to friendship , love , and parenting with Soha on their anniversary .",0.3333333333333333,0.15430334996209186,0.03514847831369806,0.3875,0.761904761904762,0.3157894736842105,0.6666666666666666,0.9268292682926829,0.0,1.6666666666666667
Shilpa Shetty has said that women do not need to prove themselves to anyone.,Women don't need to prove themselves to anyone: Shilpa Shetty,Shilpa Shetty said that women not need to prove themselves to anyone .,0.6153846153846154,0.5063696835418333,0.3438931217657843,0.7562196601941749,0.7826086956521738,0.5714285714285713,0.6086956521739131,0.9142857142857143,0.0,1.3
"Swara Bhasker will launch her production house, Kahaaniwaaley.",Swara Bhasker to launch her production house Kahaaniwaaley,"Swara Bhasker launch her production house , Kahaaniwaaley .",0.7777777777777778,0.6236095644623236,0.36889397323344053,0.8301839254220206,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9473684210526316,0.0,1.125
Tabu has said that taking up risky roles has now become the norm.,Taking up risky roles has now become the norm: Tabu,Tabu said that taking up risky roles now become norm .,0.6363636363636364,0.504524979109513,0.28997844147152074,0.6657910689028086,0.8000000000000002,0.4444444444444444,0.7,0.9268292682926829,0.0,1.1
The captain of the Windies Women's team has refused to go to Pakistan for the T20I series.,Windies Women's captain refuses to go to Pak for T20I series,Captain of Windies Women 's team refused to go to Pakistan for T20I series .,0.5333333333333333,0.3903600291794132,0.11822491766244644,0.7548191466320122,0.8461538461538461,0.5833333333333334,0.7692307692307692,0.975609756097561,0.0,1.3636363636363635
Umesh took twelve wickets as Vidarbha reached their second straight Ranji final.,Umesh picks 12 wkts as Vidarbha reach 2nd straight Ranji final,Umesh take twelve wickets as Vidarbha reach their second straight Ranji final .,0.5384615384615384,0.4236592728681617,0.13440569963077395,0.6954520089285714,0.6086956521739131,0.380952380952381,0.6086956521739131,0.888888888888889,0.0,1.1818181818181819
Rahul has said that the RSS is the mother ship of the BJP and wants to control institutions.,"RSS mother ship of BJP, wants to control institutions: Rahul",Rahul said that RSS is mother ship of BJP and want to control institutions .,0.4666666666666667,0.3162277660168379,0.08947853200770763,0.7142857142857144,0.8333333333333333,0.5454545454545455,0.75,0.9,0.0,1.5
The Mizoram Chief Minister has said that the MNF can leave the NDA over the Citizenship Bill.,MNF can leave NDA over Citizenship Bill: Mizoram CM,Mizoram Chief Minister said that MNF leave NDA over Citizenship Bill .,0.5,0.3692744729379982,0.23462350320528,0.6048387096774195,0.7000000000000001,0.4444444444444445,0.6,0.9473684210526315,0.0,1.3333333333333333
"The Delhi Metro service will be partially curtailed on Republic Day, according to the DMRC.",Delhi Metro service to be partially curtailed on R-Day: DMRC,"Delhi Metro service be partially curtailed on Republic Day , according to DMRC .",0.6428571428571429,0.4972451580988469,0.2737928561916526,0.8273979107312441,0.8695652173913043,0.47619047619047616,0.7826086956521738,0.8780487804878048,0.0,1.4
An Andhra teacher was arrested for raping a Class 2 girl in school.,Andhra teacher arrested for raping Class 2 girl in school,Andhra teacher was arrested for raping Class 2 girl in school .,0.8333333333333334,0.778498944161523,0.670422683816333,0.9764705882352942,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9411764705882353,0.0,1.2
Shivraj Chouhan has called a farm loan waiver of ₹10 or ₹20 a cruel joke.,"Farm loan waiver of ₹10, ₹20 a cruel joke: Shivraj Chouhan",Shivraj Chouhan called farm loan waiver of ₹ 10 or ₹ 20 cruel joke .,0.4666666666666667,0.36514837167011077,0.20333448190047881,0.5898675259577515,0.8695652173913043,0.5714285714285713,0.6956521739130435,0.9130434782608695,0.0,1.3636363636363635
A leopard injured three people after entering a crowded locality in Nashik.,Leopard injures 3 after entering crowded locality in Nashik,Leopard injure three people after entering crowded locality in Nashik .,0.6363636363636364,0.5640760748177662,0.47987820666906633,0.9728931830381106,0.8421052631578948,0.7058823529411765,0.8421052631578948,0.9523809523809523,0.0,1.2222222222222223
The US has ordered its staff to leave Venezuela amid the political crisis.,US orders its staff to leave Venezuela amid political crisis,US ordered its staff to leave Venezuela amid political crisis .,0.8181818181818182,0.7567874686642695,0.6989307622784944,0.9896039603960397,1.0,1.0,1.0,0.9714285714285714,0.0,1.1
"RPG has introduced Happiness Studios, a platform of happy stories.","RPG introduces Happiness Studios, a platform of happy stories","RPG introduced Happiness Studios , platform of happy stories .",0.6,0.4472135954999579,0.2907153684841096,0.7602601480152501,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.9743589743589743,0.0,1.1111111111111112
"Karan Johar has said, ""My mother asked me how could I do this to Hardik.""",My mother asked me how could I do this to Hardik: Karan Johar,"Karan Johar said , "" My mother ask me how I do this to Hardik . """,0.5882352941176471,0.4696682183138622,0.2140909265975804,0.812569384482546,0.9230769230769231,0.75,0.7692307692307693,0.8108108108108109,0.0,1.3076923076923077
The casting director of '3 Idiots' has said that MeToo claims against Hirani are unbelievable.,MeToo claims against Hirani unbelievable: 3 Idiots casting director,Casting director of ' 3 Idiots ' said that MeToo claims against Hirani are unbelievable .,0.5,0.408248290463863,0.20687206010259407,0.8029961340206185,0.8181818181818181,0.5,0.4545454545454546,0.9,0.0,1.7777777777777777
Cow dung was thrown at a National Award-winning director after a Facebook post.,Cow dung thrown at National Award-winning director after FB post,Cow dung was thrown at National Award - winning director after Facebook post .,0.5714285714285714,0.41931393468876726,0.10743014571163138,0.7211538461538461,0.8695652173913043,0.6666666666666666,0.8695652173913043,0.9500000000000001,0.0,1.4
"Djokovic, the world number one, will face Nadal, the world number two, in the Australian Open final.",World no. 1 Djokovic to face world no. 2 Nadal in Aus Open final,"Djokovic , world number one , face Nadal , world number two , in Australian Open final .",0.4444444444444444,0.16169041669088866,0.03230645681297444,0.4413194444444445,0.5925925925925927,0.08,0.4444444444444445,0.8837209302325582,0.0,1.2857142857142858
