headline,reference_canonical,generated_canonical,bleu1,bleu2,bleu4,meteor,rouge1,rouge2,rougeL,chrF,exact_match,length_ratio
SC sets up new 5-member bench to hear Ayodhya case on January 29,The Supreme Court has set up a new five-member bench to hear the Ayodhya case on January 29.,SC sets up new 5 - member bench to hear Ayodhya case on January 29.,0.545820502051988,0.4376299957190319,0.28484948571503094,0.6065275248634263,0.7272727272727273,0.5161290322580646,0.7272727272727273,0.9130434782608695,0.0,0.8333333333333334
Footballer's sister urges police to resume search for missing plane,A footballer's sister has urged the police to resume the search for the missing plane.,Footballer 's sister urges police to resume search for missing plane.,0.50555922065373,0.37493275273494553,0.09855551530761512,0.5635887028581092,0.8148148148148148,0.48,0.8148148148148148,0.9743589743589743,0.0,0.7333333333333333
"yrs ago, it said hello: Tim Cook on Apple's Macintosh computer","Tim Cook has said, ""Thirty-five years ago, it said hello,"" referring to Apple's Macintosh computer.","yrs ago , it said hello : Tim Cook on Apple 's Macintosh computer.",0.39902690558743836,0.2928056981999661,0.048711977680581726,0.42596904533625535,0.6896551724137931,0.5185185185185185,0.5517241379310345,0.8936170212765958,0.0,0.9333333333333333
Earth's oldest rock found in Moon samples brought 48 years ago,The Earth's oldest rock has been found in Moon samples brought back forty-eight years ago.,Earth 's oldest rock found in Moon samples brought 48 years ago.,0.5841005873035536,0.4981226545474017,0.3164889284276299,0.6710884353741497,0.7586206896551724,0.5925925925925926,0.7586206896551724,0.9361702127659574,0.0,0.8
Doomsday Clock remains at 'two minutes to midnight' for 2019,The Doomsday Clock remains at 'two minutes to midnight' for 2019.,Doomsday Clock remains at ' two minutes to midnight ' for 2019.,0.6666666666666666,0.5504818825631803,0.28646290158800986,0.7017173423423423,0.9523809523809523,0.9473684210526316,0.9523809523809523,1.0,0.0,1.0909090909090908
Woman kidnapped from outside beauty parlour hours before wedding,A woman was kidnapped from outside a beauty parlour hours before her wedding.,A Woman kidnapped from outside beauty parlour hours before wedding.,0.7408182206817179,0.6048755442755842,0.3220491428474934,0.7381889763779528,0.8695652173913044,0.5714285714285715,0.8695652173913044,1.0,0.0,0.7692307692307693
Calling wife prostitute grave provocation: SC clears woman of murder,The Supreme Court has ruled that calling one's wife a prostitute is grave provocation and has cleared a woman of murder.,Calling wife prostitute grave provocation : SC clears woman of murder.,0.2930111429302785,0.1881898139539959,0.053156741348423873,0.38333333333333336,0.5625000000000001,0.2,0.5625000000000001,0.9268292682926829,0.0,0.5238095238095238
Resolve issue through dialogue: India on Venezuela crisis,India has called for resolving the Venezuela crisis through dialogue.,Resolve issue through dialogue : India on Venezuela crisis.,0.2982797722714565,0.057761629525894614,0.028240990488565418,0.20202020202020204,0.6666666666666665,0.25,0.33333333333333326,0.9444444444444444,0.0,0.9
of 500 crocodiles removed so far for seaplane to Statue of Unity,Fifteen of five hundred crocodiles have been removed so far for the seaplane to the Statue of Unity.,of 500 crocodiles removed so far for seaplane to Statue of Unity.,0.555986438069914,0.4288819424803534,0.21792896006643134,0.6024983376080556,0.7333333333333334,0.42857142857142855,0.7333333333333334,0.9,0.0,0.6666666666666666
passengers fall sick on board Canada plane,One hundred eighty-five passengers fell sick on board a plane to Canada.,passengers fall sick on board Canada plane.,0.27973809117540177,0.2136534962622895,0.08599878806687147,0.32608695652173914,0.6,0.2222222222222222,0.5,0.8421052631578948,0.0,0.5833333333333334
"Sikhs in US to donate food, funds to federal workers amid shutdown",Sikhs in the US will donate food and funds to federal workers amid the shutdown.,"Sikhs in US to donate food , funds to federal workers amid shutdown.",0.7254956239049888,0.5576929223461093,0.3341796039044062,0.7083426401608219,0.8148148148148148,0.4799999999999999,0.8148148148148148,0.9714285714285714,0.0,0.8666666666666667
Remains of explorer who named Australia discovered in London,The remains of the explorer who named Australia have been discovered in London.,Remains of explorer who named Australia discovered in London.,0.6411803884299546,0.5552785047887147,0.30847042881574827,0.701058201058201,0.8181818181818181,0.6,0.8181818181818181,0.975609756097561,0.0,0.6923076923076923
"Came back from India trip, amazed at the changes: Mark Mobius",Mark Mobius has said he came back from an India trip amazed at the changes.,"Came back from India trip , amazed at the changes : Mark Mobius.",0.5935873286495363,0.46049977467787173,0.12975280965814112,0.5814147480814148,0.846153846153846,0.6666666666666666,0.6923076923076923,0.9523809523809523,0.0,0.8666666666666667
"Ranbir, Varun don't have as much energy as Ranveer: Karan",Karan Johar has said that Ranbir and Varun do not have as much energy as Ranveer.,"Ranbir , Varun do n't have as much energy as Ranveer : Karan.",0.48856778942643153,0.40201836499596716,0.2730245412376038,0.4961186305732484,0.7142857142857143,0.4615384615384615,0.6428571428571429,0.9047619047619048,0.0,0.8125
Rohit Shetty is obliged to make 'Golmaal 5': Arshad Warsi,Arshad Warsi has said that Rohit Shetty is obliged to make 'Golmaal 5'.,Rohit Shetty is obliged to make ' Golmaal 5 ' : Arshad Warsi.,0.5384615384615384,0.47366546671567095,0.3955332535877179,0.5321821036106751,0.8695652173913044,0.761904761904762,0.6956521739130435,0.9743589743589743,0.0,1.0
I'm ready to make a legit gay love story: Karan Johar,"Karan Johar has said, ""I'm ready to make a legit gay love story.""",I 'm ready to make a legit gay love story : Karan Johar.,0.6153846153846154,0.5547001962252291,0.48633831680799433,0.6105769230769231,0.923076923076923,0.8333333333333333,0.7692307692307692,0.9268292682926829,0.0,1.0
Boman Irani joins cast of Vivek Oberoi's PM Modi biopic,Boman Irani has joined the cast of Vivek Oberoi's PM Modi biopic.,Boman Irani joins cast of Vivek Oberoi 's PM Modi biopic.,0.6640732482052818,0.550620449402368,0.1627833136472153,0.7231040564373898,0.9166666666666666,0.7272727272727272,0.9166666666666666,0.9743589743589743,0.0,0.9166666666666666
Ex-US Open singles winner wins Aus Open women's doubles title,An ex-US Open singles winner has won the Australian Open women's doubles title.,Ex - US Open singles winner wins Aus Open women 's doubles title.,0.46153846153846156,0.33968311024337877,0.10120193244194395,0.4326923076923077,0.7407407407407408,0.64,0.7407407407407408,0.975609756097561,0.0,1.0
McCullum helps Team Rugby beat Team Cricket in T20 match,McCullum helped Team Rugby beat Team Cricket in a T20 match.,McCullum helps Team Rugby beat Team Cricket in T20 match.,0.8143536762323635,0.700884050215718,0.5418220425805959,0.9137614678899082,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9500000000000001,0.0,0.9090909090909091
3rd umpires who don't do well will be weeded out: Saba Karim,Saba Karim has said that third umpires who do not perform well will be weeded out.,3rd umpires who do n't do well will be weeded out : Saba Karim.,0.4953587998572467,0.4063986277436613,0.23045806594604668,0.5933544303797469,0.6666666666666666,0.5,0.5333333333333333,0.9,0.0,0.875
"Wasim Jaffer 1st to score 1,000 runs in a Ranji season twice","Wasim Jaffer is the first to score 1,000 runs in a Ranji season twice.","Wasim Jaffer 1st to score 1,000 runs in a Ranji season twice.",0.7759415811497294,0.7330746775945421,0.6510803637373397,0.8675523349436391,0.8571428571428571,0.7692307692307692,0.8571428571428571,0.972972972972973,0.0,0.8571428571428571
Will waive farm loans in 10 days if we win: Rahul in Odisha,"Rahul has said, ""We will waive farm loans in ten days if we win in Odisha.""",Will waive farm loans in 10 days if we win : Rahul in Odisha.,0.6811183498037142,0.5638552127243901,0.4059215398998981,0.7535601265822786,0.8275862068965517,0.5925925925925926,0.7586206896551724,0.85,0.0,0.875
"Jaitley in good health, recovering rapidly: Piyush Goyal",Piyush Goyal has said that Jaitley is in good health and recovering rapidly.,"A Jaitley in good health , recovering rapidly : Piyush Goyal.",0.4547743189500984,0.2753795255607423,0.09250205543221647,0.3993055555555555,0.7272727272727274,0.4,0.5454545454545455,0.9500000000000001,0.0,0.8461538461538461
"33-yr-old man rapes 3-yr-old girl in Hyderabad, arrested",A thirty-three-year-old man raped a three-year-old girl in Hyderabad and was arrested.,"33 - yr - old man rapes 3 - yr - old girl in Hyderabad , arrested.",0.29411764705882354,0.19174124721184263,0.06468490584192432,0.44999999999999996,0.5517241379310345,0.3703703703703703,0.5517241379310345,0.9230769230769231,0.0,1.4166666666666667
police officers awarded medals on eve of Republic Day,Eight hundred fifty-five police officers have been awarded medals on the eve of Republic Day.,A police officers awarded medals on eve of Republic Day.,0.5458775937413701,0.4698166288062454,0.25681706510882124,0.6091954022988506,0.6923076923076923,0.5,0.6923076923076923,0.9047619047619047,0.0,0.6666666666666666
Groww has made investing commission free,Groww has made investing commission-free.,Groww has made investing commission free.,0.6666666666666666,0.6324555320336759,0.5081327481546147,0.778186274509804,1.0,1.0,1.0,0.9714285714285714,0.0,1.2
Nawazuddin Siddiqui starrer 'Thackeray' hits the theatres,The Nawazuddin Siddiqui starrer 'Thackeray' has hit the theatres.,Nawazuddin Siddiqui starrer ' Thackeray ' hits the theatres.,0.5555555555555556,0.45643546458763845,0.14923729480049117,0.654320987654321,0.8750000000000001,0.7142857142857143,0.8750000000000001,1.0,0.0,1.0
Concepts like 'kanya daan' need to change: Screenplay writer Juhi,"Juhi, a screenplay writer, has said that concepts like 'kanya daan' need to change.",Concepts like ' kanya daan ' need to change : Screenplay writer Juhi.,0.3561388764008908,0.2344393091820821,0.04549497296421332,0.320863309352518,0.8333333333333333,0.6363636363636364,0.5833333333333334,0.9545454545454546,0.0,0.9285714285714286
Sena workers protest inside movie hall over no 'Thackeray' poster,Shiv Sena workers protested inside a movie hall over the absence of a 'Thackeray' poster.,Sena workers protest inside movie hall over no ' Thackeray ' poster.,0.4543004567916529,0.3106340516511216,0.08980015639825593,0.5298681972789115,0.7200000000000001,0.5217391304347826,0.7200000000000001,0.9523809523809523,0.0,0.8
"Man asks for new Maps feature, Google India responds with shayari","A man asked for a new Maps feature, and Google India responded with shayari.","Man asks for new Maps feature , Google India responds with shayari.",0.5643211499270759,0.36094102025722336,0.05675005498026441,0.7148550724637681,0.88,0.6956521739130435,0.88,1.0,0.0,0.8571428571428571
We don't sell people's data: Facebook CEO Mark Zuckerberg,"Mark Zuckerberg has said, ""We don't sell people's data.""",We do n't sell people 's data : Facebook CEO Mark Zuckerberg.,0.16666666666666669,0.03892494720807617,0.020255986027125642,0.10752688172043011,0.6956521739130435,0.47619047619047616,0.5217391304347826,0.8695652173913043,0.0,1.3333333333333333
"When PM Modi abuses me, I feel like hugging him: Rahul","Rahul has said, ""When PM Modi abuses me, I feel like hugging him.""","When PM Modi abuses me , I feel like hugging him : Rahul.",0.5384615384615384,0.47366546671567095,0.2796842457966537,0.5321821036106751,0.9166666666666666,0.8181818181818182,0.8333333333333333,0.9523809523809523,0.0,1.0
Zomato hires psychiatrist to counsel delivery executives,Zomato has hired a psychiatrist to counsel delivery executives.,Zomato hires psychiatrist to counsel delivery executives.,0.6441233940645307,0.568063438111202,0.4835447404743731,0.7641465677179964,0.8750000000000001,0.5714285714285715,0.8750000000000001,1.0,0.0,0.7777777777777778
IIT Delhi alumnus' lingerie brand Clovia raises $10 million,"The lingerie brand Clovia, founded by an IIT Delhi alumnus, has raised $10 million.",IIT Delhi alumnus ' lingerie brand Clovia raises $ 10 million.,0.3460456303167608,0.2295407032205458,0.04538107245336854,0.37307380373073795,0.782608695652174,0.5714285714285714,0.5217391304347826,0.9130434782608695,0.0,0.7857142857142857
19-year-old boy killed 20-year-old aspiring model for refusing sex,A nineteen-year-old boy killed a twenty-year-old aspiring model for refusing sex.,19 - year - old boy killed 20 - year - old aspiring model for refusing sex.,0.4117647058823529,0.35871502698971963,0.24623953025272613,0.5964109781843772,0.7857142857142856,0.6923076923076924,0.7857142857142856,0.8695652173913043,0.0,1.5454545454545454
Get a loan: US commerce chief to unpaid workers amid govt shutdown,The US commerce chief has told unpaid workers to get a loan.,Get a loan : US commerce chief to unpaid workers amid govt shutdown.,0.6153846153846154,0.4529108136578383,0.11685792587573332,0.6198347107438016,0.75,0.45454545454545453,0.4166666666666667,0.9523809523809523,0.0,1.0833333333333333
"Brazil 1st openly gay congressman quits, leaves country over threats",Brazil's first openly gay congressman has quit and left the country over threats.,"Brazil 1st openly gay congressman quits , leaves country over threats.",0.4547743189500984,0.3894454598478701,0.13081766133962835,0.6085205078125001,0.6666666666666666,0.3636363636363637,0.6666666666666666,0.8936170212765957,0.0,0.8461538461538461
Supreme Court upholds India's new insolvency law in its entirety,The Supreme Court has upheld India's new insolvency law in its entirety.,Supreme Court upholds India 's new insolvency law in its entirety.,0.6640732482052818,0.6031744815226179,0.47417975608185275,0.6670168067226891,0.8333333333333333,0.7272727272727272,0.8333333333333333,1.0,0.0,0.9166666666666666
"CBI may probe ICICI, Goldman India CEOs in Kochhar-Videocon case",The CBI may probe the CEOs of ICICI and Goldman India in the Kochhar-Videocon case.,"CBI may probe ICICI , Goldman India CEOs in Kochhar - Videocon case.",0.5935873286495363,0.356701591651933,0.09602782326255077,0.5180180180180181,0.8148148148148148,0.4,0.7407407407407406,0.9302325581395349,0.0,0.8666666666666667
"To friendship, love, parenting: Kunal to Soha on anniversary","Kunal has toasted to friendship, love, and parenting with Soha on their anniversary.","To friendship , love , parenting : Kunal to Soha on anniversary.",0.46002220731466165,0.19615412827794998,0.04361566471268858,0.3305340223944875,0.7272727272727274,0.3,0.6363636363636364,0.9523809523809523,0.0,0.9230769230769231
Women don't need to prove themselves to anyone: Shilpa Shetty,Shilpa Shetty has said that women do not need to prove themselves to anyone.,Women do n't need to prove themselves to anyone : Shilpa Shetty.,0.5643211499270759,0.4659728534731133,0.31912901122227066,0.5644248188405797,0.7692307692307692,0.5833333333333334,0.6153846153846153,0.9444444444444444,0.0,0.8571428571428571
Swara Bhasker to launch her production house Kahaaniwaaley,"Swara Bhasker will launch her production house, Kahaaniwaaley.",Swara Bhasker to launch her production house Kahaaniwaaley.,0.75,0.5669467095138409,0.18092176081223305,0.703125,0.875,0.7142857142857143,0.875,0.9743589743589743,0.0,1.0
Taking up risky roles has now become the norm: Tabu,Tabu has said that taking up risky roles has now become the norm.,Taking up risky roles has now become the norm : Tabu.,0.6063657586001313,0.5948877662699167,0.5658266414297971,0.6243896484375001,0.8695652173913044,0.761904761904762,0.7826086956521738,0.9523809523809523,0.0,0.8461538461538461
Windies Women's captain refuses to go to Pak for T20I series,The captain of the Windies Women's team has refused to go to Pakistan for the T20I series.,Windies Women 's captain refuses to go to Pak for T20I series.,0.4394937534669624,0.2811011492189173,0.07859459242660996,0.4986906098017209,0.7333333333333334,0.42857142857142855,0.6666666666666667,0.9767441860465117,0.0,0.7058823529411765
Umesh picks 12 wkts as Vidarbha reach 2nd straight Ranji final,Umesh took twelve wickets as Vidarbha reached their second straight Ranji final.,Umesh picks 12 wkts as Vidarbha reach 2nd straight Ranji final.,0.4980549361539613,0.3693674263995535,0.11211288136839621,0.6545430672268908,0.6086956521739131,0.380952380952381,0.6086956521739131,0.9130434782608695,0.0,0.9166666666666666
"RSS mother ship of BJP, wants to control institutions: Rahul",Rahul has said that the RSS is the mother ship of the BJP and wants to control institutions.,"RSS mother ship of BJP , wants to control institutions : Rahul.",0.4043537731417556,0.2986350529148254,0.09240461084701831,0.4310344827586207,0.7142857142857143,0.3846153846153846,0.6428571428571429,0.9268292682926829,0.0,0.6666666666666666
MNF can leave NDA over Citizenship Bill: Mizoram CM,The Mizoram Chief Minister has said that the MNF can leave the NDA over the Citizenship Bill.,MNF can leave NDA over Citizenship Bill : Mizoram CM.,0.34760971265398666,0.2398734907954083,0.07094814619239172,0.38938274696381614,0.6153846153846153,0.3333333333333333,0.5384615384615384,0.9743589743589743,0.0,0.5882352941176471
Delhi Metro service to be partially curtailed on R-Day: DMRC,"The Delhi Metro service will be partially curtailed on Republic Day, according to the DMRC.",Delhi Metro service to be partially curtailed on R - Day : DMRC.,0.5935873286495363,0.46049977467787173,0.25535218922489117,0.5814147480814148,0.7692307692307692,0.41666666666666663,0.6923076923076923,0.8837209302325582,0.0,0.8666666666666667
Andhra teacher arrested for raping Class 2 girl in school,An Andhra teacher was arrested for raping a Class 2 girl in school.,Andhra teacher arrested for raping Class 2 girl in school.,0.7408182206817179,0.6533402595430641,0.42771159913116935,0.7767716535433071,0.8695652173913044,0.6666666666666666,0.8695652173913044,0.9714285714285714,0.0,0.7692307692307693
"Farm loan waiver of ₹10, ₹20 a cruel joke: Shivraj Chouhan",Shivraj Chouhan has called a farm loan waiver of ₹10 or ₹20 a cruel joke.,"A Farm loan waiver of ₹ 10 , ₹ 20 a cruel joke : Shivraj Chouhan.",0.5,0.408248290463863,0.2722589423069702,0.5158319536423841,0.888888888888889,0.7200000000000001,0.7407407407407408,0.9361702127659574,0.0,1.0666666666666667
Leopard injures 3 after entering crowded locality in Nashik,A leopard injured three people after entering a crowded locality in Nashik.,Leopard injures 3 after entering crowded locality in Nashik.,0.5573021304462805,0.4468357785105387,0.2643240821037295,0.754985754985755,0.761904761904762,0.5263157894736842,0.761904761904762,0.9767441860465117,0.0,0.75
US orders its staff to leave Venezuela amid political crisis,The US has ordered its staff to leave Venezuela amid the political crisis.,US orders its staff to leave Venezuela amid political crisis.,0.666736398613546,0.5738353262534609,0.44360636895626165,0.7767716535433071,0.8695652173913044,0.6666666666666666,0.8695652173913044,0.972972972972973,0.0,0.7692307692307693
"RPG introduces Happiness Studios, a platform of happy stories","RPG has introduced Happiness Studios, a platform of happy stories.","RPG introduces Happiness Studios , a platform of happy stories.",0.7,0.557773351022717,0.42728700639623407,0.7789062500000001,0.9473684210526316,0.823529411764706,0.9473684210526316,1.0,0.0,1.0
My mother asked me how could I do this to Hardik: Karan Johar,"Karan Johar has said, ""My mother asked me how could I do this to Hardik.""",My mother asked me how could I do this to Hardik : Karan Johar.,0.6650448426457306,0.6172886121251716,0.5693803238877457,0.6684563758389261,0.9285714285714286,0.8461538461538461,0.7857142857142856,0.9268292682926829,0.0,0.9333333333333333
MeToo claims against Hirani unbelievable: 3 Idiots casting director,The casting director of '3 Idiots' has said that MeToo claims against Hirani are unbelievable.,MeToo claims against Hirani unbelievable : 3 Idiots casting director.,0.3032653298563167,0.24761510494160163,0.16847111051295394,0.33379310344827584,0.7499999999999999,0.45454545454545453,0.4166666666666667,0.9268292682926829,0.0,0.6666666666666666
Cow dung thrown at National Award-winning director after FB post,Cow dung was thrown at a National Award-winning director after a Facebook post.,A Cow dung thrown at National Award - winning director after FB post.,0.6923076923076923,0.41602514716892186,0.06298129992394243,0.5897435897435898,0.8461538461538461,0.4999999999999999,0.7692307692307692,0.975609756097561,0.0,1.0
