canonical,reference_headline,generated_headline,bleu1,bleu2,bleu4,meteor,rouge1,rouge2,rougeL,chrF,exact_match,length_ratio
Sivan said that he will bring Indian students to ISRO; they don't need to go to NASA.,Will bring Indian students to ISRO they don't need to go to NASA says Sivan,Sivan say that he bring Indian students to ISRO ; they n't need to go to NASA .,0.6666666666666666,0.5601120336112039,0.4208598069524091,0.825501798352477,0.8484848484848485,0.6451612903225806,0.7272727272727272,0.8888888888888888,0.0,1.2
A boy jumped in front of a metro after fighting with his family over phone use.,Boy jumps in front of metro after fight with family over phone use,Boy jump in front of metro after fighting with his family over phone use .,0.7333333333333333,0.6055300708194984,0.4333207865423752,0.9830554061323292,0.962962962962963,0.8799999999999999,0.962962962962963,0.975609756097561,0.0,1.1538461538461537
passengers and crew members fell sick on a Royal Caribbean ship.,passengers and crew members fall sick on Royal Caribbean ship,Passengers and crew members fall sick on Royal Caribbean ship .,0.9090909090909091,0.9045340337332909,0.8931539818068694,0.9896039603960397,1.0,1.0,1.0,0.9743589743589743,0.0,1.1
"Infosys' third-quarter profit dropped nearly 30% to ₹3,609 crore.","Infosys third-quarter profit drops nearly 30% to ₹3,609 crore","Infosys ' third - quarter profit drop nearly 30 % to ₹ 3,609 crore .",0.3333333333333333,0.048795003647426664,0.019765441873349214,0.5324074074074074,1.0,1.0,1.0,0.9615384615384615,0.0,1.6666666666666667
Mahindra suggested a gift for the tea-selling couple who toured 23 nations.,Mahindra suggests gift for tea selling couple who toured 23 nations,Mahindra suggest gift for tea - selling couple who tour 23 nations .,0.6923076923076923,0.5370861555295747,0.15133218633429316,0.9791912632821724,1.0,1.0,1.0,0.9523809523809523,0.0,1.1818181818181819
Wipro's aerospace business has started supplying parts to Boeing.,Wipro's aerospace business starts supplying parts to Boeing,Wipro 's aerospace business started supplying parts to Boeing .,0.6,0.5163977794943222,0.31239399369202553,0.8524141363862616,1.0,1.0,1.0,0.9444444444444444,0.0,1.25
"Vikrant said, ""I connect with women directors on a personal level.""",I connect with women directors on a personal level says Vikrant,"Vikrant say , "" I connect with women directors on personal level . """,0.6428571428571429,0.5447047794019222,0.4052587697205425,0.8566371681415929,0.9523809523809523,0.631578947368421,0.761904761904762,0.923076923076923,0.0,1.2727272727272727
Virat and Deepika have been listed as the most valuable Indian celebrities.,Virat and Deepika listed as most valuable Indian celebrities,Virat and Deepika been listed as most valuable Indian celebrities .,0.8181818181818182,0.7567874686642695,0.587728372510532,0.9728931830381106,0.9473684210526316,0.823529411764706,0.9473684210526316,0.9714285714285714,0.0,1.2222222222222223
The 'first' openly gay Latin rapper was shot dead in Puerto Rico.,'First' openly gay Latin rapper shot dead in Puerto Rico,' first ' openly gay Latin rapper was shot dead in Puerto Rico .,0.6428571428571429,0.5883484054145521,0.44534504264163466,0.860636277302944,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9473684210526316,0.0,1.4
Producer Sandip said that the Modi biopic is not a political film.,Not a political film says Producer Sandip on Modi biopic,Producer Sandip say that Modi biopic is not political film .,0.6363636363636364,0.43693144875265144,0.07175852914772135,0.6953898514851486,0.8000000000000002,0.3333333333333333,0.4000000000000001,0.9444444444444444,0.0,1.1
'The Accidental...' was halted in a Kolkata theatre amid protests.,'The Accidental...' halted in Kolkata theatre amid protests,' Accidental ... ' was halted in Kolkata theatre amid protests .,0.5,0.4767312946227961,0.4172261448611506,0.7126322751322752,0.875,0.7142857142857143,0.875,0.9714285714285714,0.0,1.5
Kohli and Shastri have received honorary membership of the SCG.,Kohli and Shastri receive honorary membership of SCG,Kohli and Shastri received honorary membership of SCG .,0.7777777777777778,0.6972166887783963,0.43167001068522526,0.9866898148148149,1.0,1.0,1.0,0.975609756097561,0.0,1.125
The head of Japan's Olympic Committee is under investigation.,Head of Japan's Olympic Committee is under investigation,Head of Japan 's Olympic Committee is under investigation .,0.7,0.6236095644623235,0.4518010018049224,0.8437033349925335,1.0,1.0,1.0,0.9767441860465117,0.0,1.25
New Zealand beat Sri Lanka by 35 runs in the sole T20I.,New Zealand beats Sri Lanka by 35 runs in the sole T20I,New Zealand beat Sri Lanka by 35 runs in sole T20I.,0.7470824042309421,0.6397631491849844,0.4883499409416459,0.8369747899159665,0.9565217391304348,0.8571428571428572,0.9565217391304348,0.9523809523809523,0.0,0.9166666666666666
An investor has sued the Google founders for a sexual harassment cover-up.,Investor sues Google Founders for sexual harassment cover-up,Investor sued Google founders for sexual harassment cover - up .,0.5454545454545454,0.4670993664969138,0.3672056269893592,0.7095046854082998,0.8888888888888888,0.75,0.8888888888888888,0.975609756097561,0.0,1.375
A party leader said that Congress is ready to fight elections alone in UP.,Cong ready to fight elections alone in UP says Party leader,Party leader say that Congress is ready to fight elections alone in UP .,0.6428571428571429,0.5883484054145521,0.4785543921093738,0.8730088495575221,0.8333333333333333,0.6363636363636365,0.5833333333333334,0.9714285714285714,0.0,1.2727272727272727
Akhilesh Yadav said that from time to time a CBI probe should happen.,From time to time a CBI probe should happen says Akhilesh Yadav,Akhilesh Yadav say that from time to time CBI probe happen .,0.75,0.5838742081211423,0.29502343631964045,0.7812500000000001,0.8695652173913043,0.47619047619047616,0.6086956521739131,0.9500000000000001,0.0,1.0
Rahul Gandhi said that Andhra will get special status if Congress wins.,Andhra to get special status if Cong wins says Rahul Gandhi,Rahul Gandhi say that Andhra get special status if Congress win .,0.5833333333333334,0.46056618647183833,0.2620251007173262,0.7412968524079636,0.8181818181818182,0.4000000000000001,0.5454545454545454,0.972972972972973,0.0,1.0909090909090908
The Punjab Chief Minister said that Badal is playing with the religious sentiments of people.,Badal playing with religious sentiments of people says Punjab CM,Punjab Chief Minister say that Badal playing with religious sentiments of people .,0.6153846153846154,0.5547001962252291,0.48633831680799433,0.8576051779935275,0.8181818181818182,0.6,0.6363636363636365,0.9767441860465117,0.0,1.3
Elon Musk shared the first picture of the SpaceX Starship test rocket.,Elon Musk shares first pic of SpaceX Starship test rocket,Elon Musk share first picture of SpaceX Starship test rocket .,0.7272727272727273,0.6030226891555273,0.4172261448611506,0.8861997310842195,0.9,0.7777777777777778,0.9,0.9714285714285714,0.0,1.1
"""The country is a prison,"" said the UN about North Korea's human rights abuses.",'The country is a prison' says UN on N Korea human rights abuses,""" country is prison , "" say UN about North Korea 's human rights abuses .",0.4375,0.2958039891549808,0.08326915667169545,0.5639097744360902,0.7199999999999999,0.43478260869565216,0.7199999999999999,0.923076923076923,0.0,1.2307692307692308
Canada and Australia are in talks with the UN to grant asylum to a Saudi girl.,Canada and Australia in talks with UN to grant asylum to Saudi girl,Canada and Australia are in talks with UN to grant asylum to Saudi girl .,0.8666666666666667,0.8251983888449983,0.7241577342575828,0.9830554061323292,0.962962962962963,0.8799999999999999,0.962962962962963,0.9444444444444444,0.0,1.1538461538461537
The ex-CBI chief has quit the IPS and refused to take the role of DG Fire Services.,Ex-CBI chief quits IPS and refuses to take role of DG Fire Services,Ex - CBI chief quit IPS and refuse to take role of DG Fire Services .,0.625,0.5400617248673217,0.42311785416105785,0.9019945697577276,1.0,1.0,1.0,0.9777777777777777,0.0,1.2307692307692308
Pandya and Rahul have been suspended pending inquiry over comments on women.,Pandya and Rahul suspended pending inquiry over comments on women,Pandya and Rahul been suspended pending inquiry over comments on women .,0.8333333333333334,0.778498944161523,0.6340466277046861,0.9764705882352942,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9523809523809523,0.0,1.2
"‘Shareef tha voh bechara,’ said Anupam Kher's mother about Manmohan Singh.",‘Shareef tha voh bechara’says Anupam Kher's mother on Manmohan Singh,"‘ Shareef tha voh bechara , ’ say Anupam Kher 's mother about Manmohan Singh .",0.375,0.223606797749979,0.04071220775553065,0.48218029350104813,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.9565217391304348,0.0,1.6
Interim CBI chief Rao cancelled all the transfer orders made by Alok Verma.,Interim CBI chief Rao cancels all the transfer orders by Alok Verma,Interim CBI chief Rao cancel all transfer orders made by Alok Verma .,0.7692307692307693,0.6201736729460423,0.3200286101270289,0.8998702274434806,0.9166666666666666,0.7272727272727273,0.9166666666666666,0.972972972972973,0.0,1.0833333333333333
"‘Is deewar ka saaf mann aur hriday bhi hai,’ said Sehwag as he wished Dravid.",‘Is deewar ka saaf mann aur hriday bhi hai’says Sehwag wishes Dravid,"‘ Is deewar ka saaf mann aur hriday bhi hai , ’ say Sehwag as he wish Dravid .",0.47368421052631576,0.39735970711951313,0.32825185297291753,0.7767716535433071,0.9285714285714286,0.8461538461538461,0.9285714285714286,0.9500000000000001,0.0,1.5833333333333333
An MP school principal called CM Kamal Nath 'daku' and was suspended.,MP school principal calls CM Kamal Nath 'daku'so suspended,MP school principal called CM Kamal Nath ' daku ' and was suspended .,0.5,0.3922322702763681,0.1235622127262679,0.8355263157894737,0.8571428571428572,0.7368421052631577,0.8571428571428572,0.9444444444444444,0.0,1.5555555555555556
The ISRO chief said that women astronauts are also wanted in the December 2021 space mission.,ISRO wants women astronauts also in Dec 2021 space mission says Chief,ISRO chief say that women astronauts are also wanted in December 2021 space mission .,0.6,0.35856858280031806,0.09528070628428423,0.7223006114358663,0.8461538461538461,0.24999999999999994,0.6153846153846153,0.9545454545454545,0.0,1.25
The UK High Commission has received consular access to Christian Michel.,UK High Commission gets consular access to Christian Michel,UK High Commission received consular access to Christian Michel .,0.8,0.7302967433402215,0.5253819788848316,0.8722527472527472,0.8888888888888888,0.75,0.8888888888888888,0.9090909090909091,0.0,1.1111111111111112
A Chinese farmer built an Airbus A320 replica to fulfil his childhood dream.,Chinese farmer builds Airbus A320 replica to fulfil childhood dream,Chinese farmer build Airbus A320 replica to fulfil his childhood dream .,0.75,0.6396021490668313,0.4063798282013443,0.9764705882352942,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.975609756097561,0.0,1.2
The US has begun withdrawal from Syria after ISIS was defeated.,US begins withdrawal from Syria after ISIS'was defeated,US begun withdrawal from Syria after ISIS was defeated .,0.6,0.4472135954999579,0.2907153684841096,0.8437033349925335,0.8888888888888888,0.75,0.8888888888888888,0.9473684210526315,0.0,1.25
"Gautam Singhania of Raymond said, ""My dad has hundreds of crores with him.""",My dad has hundreds of crores with him says Raymond's Gautam Singhania,"Gautam Singhania of Raymond say , "" My dad have hundreds of crores with him . """,0.5294117647058824,0.44556639433950346,0.2744348133674281,0.7744,0.8461538461538461,0.5,0.5384615384615384,0.8717948717948718,0.0,1.4166666666666667
Singapore Airlines fired a pilot for failing a pre-flight alcohol test.,Singapore Airlines fires pilot for failing pre-flight alcohol test,Singapore Airlines fire pilot for failing pre - flight alcohol test .,0.5833333333333334,0.46056618647183833,0.1239040201758117,0.853494623655914,1.0,1.0,1.0,0.967741935483871,0.0,1.3333333333333333
"Rhea Kapoor will marry her rumoured boyfriend Karan Boolani, according to a report.",Rhea Kapoor to marry rumoured boyfriend Karan Boolani says Report,"Rhea Kapoor marry her rumoured boyfriend Karan Boolani , according to report .",0.6923076923076923,0.48038446141526137,0.2545093860020286,0.7988733069639219,0.8571428571428572,0.4210526315789474,0.761904761904762,0.8717948717948718,0.0,1.3
"Ranveer said, ""Being the best entertainer is my single point agenda.""",Being best entertainer is my single point agenda says Ranveer,"Ranveer say , "" Being best entertainer is my single point agenda . """,0.6428571428571429,0.5883484054145521,0.5296074933406222,0.9485576923076924,1.0,0.7777777777777778,0.8000000000000002,0.9142857142857143,0.0,1.4
"Sushant will star in Bhandarkar's 'Inspector Ghalib', according to reports.",Sushant to star in Bhandarkar's 'Inspector Ghalib'says Reports,"Sushant star in Bhandarkar 's ' Inspector Ghalib ' , according to reports .",0.3571428571428572,0.165748386032949,0.03798229226827674,0.43255813953488376,0.9,0.5555555555555556,0.8000000000000002,0.9230769230769231,0.0,1.75
Deepika's battle with depression has been included in a book for kids.,Deepika's battle with depression included in book for kids,Deepika 's battle with depression been included in book for kids .,0.6666666666666666,0.6030226891555271,0.4240125351805037,0.853494623655914,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9743589743589743,0.0,1.3333333333333333
"Kangana said, ""Words like jingoism are used for shaming these days.""",Words like jingoism are used for shaming these days says Kangana,"Kangana say , "" Words like jingoism are used for shaming these days . """,0.6666666666666666,0.6172133998483675,0.5659119256652702,0.955125416847905,1.0,0.8000000000000002,0.8181818181818182,0.9268292682926829,0.0,1.3636363636363635
Piyush took a jibe at a Congress leader and called him a 'man of consistency'.,Piyush takes jibe at Cong leader and calls him 'man of consistency',Piyush take jibe at Congress leader and call him ' man of consistency ' .,0.4666666666666667,0.25819888974716115,0.045466972369917126,0.7181571815718157,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.9777777777777777,0.0,1.25
The BCCI has announced the schedule for the T20I and ODI series with Australia at home.,BCCI announces schedule for T20I and ODI series with Aus at home,BCCI announced schedule for T20I and ODI series with Australia at home .,0.7692307692307693,0.6698641270570836,0.5344445934790545,0.9063588552694488,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.9743589743589743,0.0,1.0833333333333333
"Sibal said, ""A caged parrot will remain caged,"" about the CBI chief's removal.",Caged parrot will remain caged says Sibal on CBI chief's removal,"Sibal say , "" caged parrot remain caged , "" about CBI chief 's removal .",0.4375,0.24152294576982403,0.04231178541610579,0.548913043478261,0.8695652173913043,0.47619047619047616,0.6956521739130435,0.888888888888889,0.0,1.4545454545454546
A BJP leader said that Rahul is crying more than Alok Verma in the CBI matter.,Rahul crying more than Alok Verma in CBI matter says BJP Leader,BJP leader say that Rahul crying more than Alok Verma in CBI matter .,0.7857142857142857,0.7375337578416624,0.6450001140844255,0.9759221311475411,0.9600000000000001,0.7826086956521738,0.7199999999999999,0.9767441860465117,0.0,1.1666666666666667
Gunneswaran is the third Indian in five years to play in a Grand Slam.,Gunneswaran is the 3rd Indian in 5 yrs to play in a Grand Slam,Gunneswaran is third Indian in five years to play in Grand Slam .,0.6410499775216034,0.4973208758980197,0.11783289279351596,0.8565647482014387,0.6923076923076924,0.41666666666666663,0.6923076923076924,0.8717948717948718,0.0,0.9285714285714286
Kuldeep Singh Rathore has been named chief of the Himachal Congress.,Kuldeep Singh Rathore named as chief of Himachal Congress,Kuldeep Singh Rathore been named chief of Himachal Congress .,0.8,0.6666666666666667,0.392814650900513,0.855940934065934,0.8888888888888888,0.625,0.8888888888888888,0.9473684210526316,0.0,1.1111111111111112
"Stalin said, ""PM Modi isn't Vajpayee and DMK will never ally with BJP.""",PM Modi isn't Vajpayee and DMK we will never ally with BJP says Stalin,"Stalin say , "" PM Modi is n't Vajpayee and DMK never ally with BJP . """,0.5882352941176471,0.4696682183138622,0.23693055763743093,0.7331098653412703,0.8275862068965518,0.5185185185185186,0.689655172413793,0.9302325581395349,0.0,1.2142857142857142
"A man was held for duping 2,000 people using PM Modi's pictures.","Man held for duping 2,000 people using PM Modi's pics","Man was held for duping 2,000 people using PM Modi 's pictures .",0.6153846153846154,0.5547001962252291,0.48633831680799433,0.7706310679611651,0.8799999999999999,0.7826086956521738,0.8799999999999999,0.9302325581395349,0.0,1.3
A report said that the boat carrying Maharashtra officials capsized due to the driver's error.,Driver's error capsized the boat carrying Maha officials says Report,Report say that boat carrying Maharashtra officials capsize due to driver 's error .,0.3571428571428572,0.165748386032949,0.03798229226827674,0.46114599686028257,0.7500000000000001,0.2727272727272727,0.24999999999999994,0.9545454545454545,0.0,1.4
A Russian artist was jailed for setting fire to the Bank of France.,Russian artist jailed for setting fire to the Bank of France,Russian artist was jailed for setting fire to Bank of France .,0.8333333333333334,0.7282190812544191,0.46595384151899627,0.8887387387387389,0.9090909090909091,0.7,0.9090909090909091,0.918918918918919,0.0,1.0909090909090908
The Delhi High Court refused to cancel the bribery case against CBI No. 2 Asthana.,Delhi HC refuses to cancel bribery case against CBI No. 2 Asthana,Delhi High Court refuse to cancel bribery case against CBI No . 2 Asthana .,0.6,0.50709255283711,0.375022891676693,0.8020325203252032,0.8799999999999999,0.7826086956521738,0.8799999999999999,1.0,0.0,1.25
Gurmeet Ram Rahim has been convicted for the murder of a journalist in 2002.,Gurmeet Ram Rahim convicted for the murder of journalist in 2002,Gurmeet Ram Rahim been convicted for murder of journalist in 2002 .,0.8333333333333334,0.7282190812544191,0.46595384151899627,0.8887387387387389,0.9090909090909091,0.7,0.9090909090909091,0.9523809523809523,0.0,1.0909090909090908
A scoring error led to a Pakistani batsman getting run out on 499.,Scoring error led to Pakistani batsman getting run-out on 499,Scoring error lead to Pakistani batsman getting run out on 499 .,0.6666666666666666,0.5504818825631803,0.28646290158800986,0.7636335784313727,0.9090909090909091,0.8000000000000002,0.9090909090909091,0.9500000000000001,0.0,1.2
The BCCI legal cell said that Pandya and Rahul can be suspended till further action.,Pandya and Rahul can be suspended till further action says BCCI legal cell,BCCI legal cell say that Pandya and Rahul be suspended till further action .,0.7857142857142857,0.6953534953651154,0.43748114312246444,0.8990670059372351,0.9230769230769231,0.6666666666666666,0.6153846153846154,0.972972972972973,0.0,1.0769230769230769
Kohli said that Rahul and Pandya have understood the magnitude of what has happened.,Rahul and Pandya have understood magnitude of what's happened says Kohli,Kohli say that Rahul and Pandya understood magnitude of what happened .,0.6666666666666666,0.49236596391733095,0.15234944741424689,0.7412968524079636,0.8695652173913043,0.47619047619047616,0.6956521739130435,0.9268292682926829,0.0,1.0909090909090908
"A cricketer said, ""Her eyes were open and she knew it was me,"" but he denies the rape charge.","Her eyes were open and she knew it was me says Cricketer,cricketer denies rape charge","Cricketer say , "" Her eyes were open and she know it was me , "" but he deny rape charge .",0.5,0.4364357804719847,0.294467310498826,0.8159650246862398,0.8484848484848485,0.5806451612903225,0.7272727272727272,0.9,0.0,1.4666666666666666
Rahul said that the 1984 riot culprits must be punished regardless of identity.,riot culprits must be punished regardless of identity says Rahul,Rahul say that 1984 riot culprits be punished regardless of identity .,0.6666666666666666,0.5504818825631803,0.37700638045494705,0.8436213991769549,0.8571428571428572,0.5263157894736842,0.6666666666666666,0.8571428571428571,0.0,1.2
"The Supreme Court said, ""Keep trying and miracles do happen,"" on the Meghalaya mine rescue effort.",Keep trying and miracles do happen says SC on Meghalaya mine rescue effort,"Supreme Court say , "" Keep trying and miracles happen , "" on Meghalaya mine rescue effort .",0.5555555555555556,0.47828670265295953,0.3457913759237496,0.7952249770431591,0.8461538461538461,0.5833333333333334,0.7692307692307693,0.9268292682926829,0.0,1.3846153846153846
The mutilated body of a 15-year-old West Bengal girl was found hanging from a tree.,Mutilated body of 15-yr-old WB girl found hanging from tree,Mutilated body of 15 - year - old West Bengal girl was found hanging from tree .,0.47058823529411764,0.3834824944236852,0.2140909265975804,0.7279497663551402,0.7692307692307692,0.4999999999999999,0.7692307692307692,0.9523809523809523,0.0,1.7
Chhattisgarh has become the third state to bar the CBI from probing cases.,Chhattisgarh becomes 3rd state to bar CBI from probing cases,Chhattisgarh become third state to bar CBI from probing cases .,0.7272727272727273,0.6605782590758164,0.5900468726392808,0.9896039603960397,0.9,0.7777777777777778,0.9,0.9411764705882353,0.0,1.1
"Police said that a man killed his nephew, buried him in the balcony, and planted saplings.",Man killed nephew and buried him in balcony and planted saplings says Police,"Police say that man kill his nephew , bury him in balcony , and planted saplings .",0.5294117647058824,0.36380343755449945,0.10595856656484554,0.8395522388059702,0.888888888888889,0.5599999999999999,0.7407407407407408,0.9523809523809523,0.0,1.3076923076923077
A Myanmar court has rejected the appeal by Reuters and journalists jailed for seven years.,Myanmar court rejects appeal by Reuters and journos jailed for 7 years,Myanmar court rejected appeal by Reuters and journalists jailed for seven years .,0.6923076923076923,0.5370861555295747,0.2691109110344472,0.9063588552694488,0.8333333333333334,0.6363636363636364,0.8333333333333334,0.9230769230769231,0.0,1.0833333333333333
"Trump said, ""We're with you,"" to the kin of a murdered Indian-origin policeman.",We're with you says Trump to kin of murdered Indian-origin policeman,"Trump say , "" We 're with you , "" to kin of murdered Indian - origin policeman .",0.42105263157894735,0.305887645160749,0.16195570128532405,0.6973216154007116,1.0,0.75,0.8461538461538461,0.9361702127659575,0.0,1.7272727272727273
A Greek university received an envelope containing an 'irritant' from India.,Greek university gets envelope containing 'irritant' from India,Greek university receive envelope containing ' irritant ' from India .,0.5454545454545454,0.40451991747794525,0.06904573083274564,0.6777108433734939,0.875,0.7142857142857143,0.875,0.975609756097561,0.0,1.375
A rare 1 cent coin found by a US teen in 1947 was auctioned for ₹1.4 crore.,Rare 1 cent coin found by US teen in 1947 auctioned for ₹1.4 crore,Rare 1 cent coin found by US teen in 1947 was auctioned for ₹ 1.4 crore .,0.7647058823529411,0.6913328984437151,0.5974970909115025,0.9035047792444243,0.967741935483871,0.896551724137931,0.967741935483871,0.975609756097561,0.0,1.2142857142857142
"Alia and Ranbir will get engaged after Brahmastra's release, according to a report.",Alia and Ranbir to get engaged post Brahmastra's release says Report,"Alia and Ranbir get engaged after Brahmastra 's release , according to report .",0.5714285714285714,0.36313651960128146,0.09997501561329078,0.6215431415929203,0.8333333333333334,0.45454545454545453,0.75,0.8648648648648648,0.0,1.2727272727272727
Vicky Kaushal's 'Uri: The Surgical Strike' has hit the theatres.,Vicky Kaushal's 'Uri: The Surgical Strike' hits the theatres,Vicky Kaushal 's ' Uri : Surgical Strike ' hit theatres .,0.25,0.047673129462279626,0.022416933501922302,0.21505376344086022,0.888888888888889,0.6250000000000001,0.888888888888889,0.9696969696969697,0.0,1.3333333333333333
An elbow injury forced Steve Smith to return home from the BPL.,Elbow injury forces Steve Smith to return home from BPL,Elbow injury force Steve Smith to return home from BPL .,0.8181818181818182,0.7567874686642695,0.6315552371794037,0.9896039603960397,1.0,1.0,1.0,0.9743589743589743,0.0,1.1
"Barcelona, without Barcelona, suffered a loss in the Copa Del Rey first leg.",Barcelona without barcelona suffer loss in Copa Del Rey first leg,"Barcelona , without Barcelona , suffer loss in Copa Del Rey first leg .",0.7857142857142857,0.6953534953651154,0.5757575636202255,0.9635778541651429,1.0,1.0,1.0,0.9500000000000001,0.0,1.2727272727272727
A BJP leader said that the Congress government in MP is running at their ‘mercy’.,Congress govt in MP is running at our ‘mercy’ says BJP leader,BJP leader say that Congress government in MP running at their ‘ mercy ’ .,0.4666666666666667,0.3162277660168379,0.050317476265301385,0.5710111788617886,0.75,0.2727272727272727,0.5,0.9545454545454545,0.0,1.25
"Rahul Gandhi said, ""There are certain things that PM Modi says I listen to.""",There are Certain things that PM Modi says I listen to says Rahul Gandhi,"Rahul Gandhi say , "" There be certain things that PM Modi say I listen to . """,0.6111111111111112,0.5016313257045503,0.3026300230972924,0.8583990795529257,0.9285714285714286,0.6923076923076923,0.7142857142857143,0.8947368421052632,0.0,1.2857142857142858
"Ram Vilas Paswan said, ""I don't know Manmohan Singh's caste.""",I don't know Manmohan Singh's caste says Ram Vilas Paswan,"Ram Vilas Paswan say , "" I n't know Manmohan Singh 's caste . """,0.4666666666666667,0.3162277660168379,0.08947853200770763,0.6688988095238096,0.9166666666666666,0.6363636363636364,0.5833333333333334,0.9047619047619048,0.0,1.5
A Congress leader said that PM Modi is a dictator and works like Hitler and Putin.,"PM Modi is a dictator and works like Hitler, Putin says Cong leader",Congress leader say that PM Modi is dictator and work like Hitler and Putin .,0.5333333333333333,0.3380617018914066,0.0925159978069645,0.6276515151515152,0.8148148148148148,0.48000000000000004,0.6666666666666666,0.9500000000000001,0.0,1.1538461538461537
The Centre has launched a five-year plan to combat pollution in 102 cities.,Centre launches 5-yr plan to combat pollution in 102 cities,Centre launched five - year plan to combat pollution in 102 cities .,0.6153846153846154,0.5547001962252291,0.48633831680799433,0.868991969315594,0.8181818181818182,0.7,0.8181818181818182,0.888888888888889,0.0,1.3
The Karnataka government has approved a suburban rail project for Bengaluru.,Karnataka govt approves suburban rail project for B'luru,Karnataka government approved suburban rail project for Bengaluru .,0.5555555555555556,0.45643546458763845,0.3155984539112945,0.7270233196159123,0.7058823529411765,0.5333333333333333,0.7058823529411765,0.9,0.0,1.125
Foreign currency worth ₹38 lakh was seized at Hyderabad Airport.,Foreign currency worth ₹38 lakh was seized at Hyderabad Airport,Foreign currency worth ₹ 38 lakh was seized at Hyderabad Airport .,0.75,0.6908492797077574,0.53107253497887,0.8775114984265312,1.0,1.0,1.0,0.9795918367346939,0.0,1.2
