canonical,reference_headline,generated_headline,bleu1,bleu2,bleu4,meteor,rouge1,rouge2,rougeL,chrF,exact_match,length_ratio
Path to enlightenment,Path to enlightenment,Path to enlightenment,1.0,1.0,0.5623413251903491,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,1.0
The Income Tax Department raided brokers for fraudulent trades.,Fraudulent trades: I-T raids on brokers,Income Tax Department raid brokers for fraudulent trades .,0.2222222222222222,0.05270462766947299,0.028517539529041507,0.2380952380952381,0.5333333333333333,0.15384615384615383,0.26666666666666666,0.7999999999999999,0.0,1.5
The Free Ride Scheme for women has been introduced.,Free Ride Scheme for women,Free Ride Scheme for women been introduced .,0.625,0.5976143046671968,0.5169731539571706,0.939622641509434,0.8333333333333333,0.8,0.8333333333333333,0.8571428571428571,0.0,1.6
The Chief Justice of India has said that justice can never be instant.,Justice can never be instant: CJI,Chief Justice of India said that justice never be instant .,0.2727272727272727,0.1651445647689541,0.04411629359322707,0.3931623931623932,0.5,0.2857142857142857,0.5,0.8000000000000002,0.0,1.8333333333333333
Namma Metro parking lots remain a safety hazard.,Namma Metro parking lots remain safety hazard,Namma Metro parking lots remain safety hazard .,0.875,0.8660254037844386,0.8408964152537145,0.9844782983615982,1.0,1.0,1.0,0.972972972972973,0.0,1.1428571428571428
Priority will be given to Kannadigas in private sector jobs.,Priority for Kannadigas in private sector jobs,Priority be given to Kannadigas in private sector jobs .,0.6,0.5163977794943222,0.4111336169005197,0.806697108066971,0.75,0.5714285714285715,0.75,0.9444444444444444,0.0,1.4285714285714286
Disqualified MLAs are lobbying for key portfolios.,Disqualified MLAs lobby for key portfolios,Disqualified MLAs lobbying for key portfolios .,0.7142857142857143,0.5976143046671969,0.20556680845025987,0.981329690346084,1.0,1.0,1.0,0.9189189189189189,0.0,1.1666666666666667
Basic amenities are missing at government schools in Nuh.,Basic amenities missing at govt. schools in Nuh,Basic amenities missing at government schools in Nuh .,0.7777777777777778,0.6972166887783963,0.43167001068522526,0.854119425547997,0.875,0.7142857142857143,0.875,0.9696969696969697,0.0,1.125
Two AMU students have been booked for sharing a post.,Two AMU students booked for sharing post,Two AMU students been booked for sharing post .,0.7777777777777778,0.6972166887783963,0.43167001068522526,0.9608843537414966,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.972972972972973,0.0,1.2857142857142858
The Chief Minister has ordered a probe into the politician-gangster nexus in Punjab.,Probe politician-gangster nexus in Punjab: CM,Chief Minister ordered probe into politician - gangster nexus in Punjab .,0.25,0.1507556722888818,0.03986357128268015,0.3872053872053872,0.7058823529411764,0.5333333333333333,0.7058823529411764,0.8780487804878049,0.0,2.0
A 'Zero FIR' has been lodged in Subedari police station.,‘Zero FIR’ lodged in Subedari PS,' Zero FIR ' been lodged in Subedari police station .,0.2727272727272727,0.2335496832484569,0.09329460218997072,0.45299145299145305,0.7142857142857143,0.5,0.7142857142857143,0.8333333333333333,0.0,1.8333333333333333
Flood victims' wait for farmland continues.,Flood victims’ wait continues for farmland,Flood victims ' wait for farmland continue .,0.5,0.26726124191242434,0.06985342056580097,0.6000000000000001,1.0,0.6,0.8333333333333334,0.9142857142857143,0.0,1.3333333333333333
It has been said that climate change has triggered a spike in onion prices.,‘Climate change triggers spike in onion price’,It been said that climate change triggered spike in onion prices .,0.3333333333333333,0.24618298195866542,0.09058752341587764,0.664,0.7777777777777778,0.7499999999999999,0.7777777777777778,0.8571428571428571,0.0,1.7142857142857142
Disqualified MLAs are lobbying for key portfolios.,Lobbying for key portfolios by disqualified MLAs,Disqualified MLAs lobbying for key portfolios .,0.8571428571428571,0.7559289460184544,0.488923022434901,0.8412698412698414,0.923076923076923,0.7272727272727272,0.6153846153846153,0.9743589743589743,0.0,1.0
Flood victims' wait for farmland continues.,Flood victims’ wait continues for farmland,Flood victims ' wait for farmland continue .,0.5,0.26726124191242434,0.06985342056580097,0.6000000000000001,1.0,0.6,0.8333333333333334,0.9142857142857143,0.0,1.3333333333333333
'Black pepper prices fell due to more production',‘Black pepper prices fell due to more production’,' Black pepper prices fall due to more production ',0.5,0.408248290463863,0.13134549472120793,0.5902439024390245,0.875,0.7142857142857143,0.875,0.918918918918919,0.0,1.25
national,national,National,1.0,0.316227766016838,0.1778279410038923,0.5,1.0,0.0,1.0,1.0,1.0,1.0
"In the second phase in Jharkhand, 63.44% polling was recorded.",63.44% polling in Jharkhand phase 2,"In second phase in Jharkhand , 63.44 % polling was recorded .",0.3333333333333333,0.1740776559556978,0.0428361950754725,0.47821969696969696,0.7058823529411764,0.4,0.3529411764705882,0.9047619047619048,0.0,2.0
The U.P. police have stated that they killed 103 people in two years.,We killed 103 in two years: U.P. police,U.P. police stated that they kill 103 people in two years .,0.4166666666666667,0.27524094128159016,0.053863663688318665,0.6696428571428572,0.761904761904762,0.5263157894736842,0.4761904761904762,0.9523809523809523,0.0,1.5
Disqualified MLAs in Karnataka are intensively lobbying for key posts.,Intense lobbying for key posts by disqualified MLAs in Karnataka,Disqualified MLAs in Karnataka intensively lobbying for key posts .,0.8,0.7302967433402215,0.5253819788848316,0.8950617283950617,0.9473684210526316,0.823529411764706,0.5263157894736842,0.9500000000000001,0.0,1.0
A suitcase has unlocked a tale of betrayal and murder.,"Suitcase unlocks tale of betrayal, murder",Suitcase unlocked tale of betrayal and murder .,0.5,0.26726124191242434,0.06985342056580097,0.7806451612903227,0.923076923076923,0.7272727272727272,0.923076923076923,0.9444444444444444,0.0,1.3333333333333333
Ministers and an MP faced protests at a victim's village.,"Ministers, MP face protest at victim’s village",Ministers and MP face protests at victim 's village .,0.4,0.21081851067789192,0.05307712171072445,0.6630136986301369,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.8571428571428571,0.0,1.4285714285714286
Petitions have been filed in the Supreme Court seeking a probe into Hyderabad killings.,Petitions in SC seek probe into Hyderabad killings,Petitions been filed in Supreme Court seeking probe into Hyderabad killings .,0.5,0.3692744729379982,0.23462350320528,0.8005344995140914,0.7368421052631579,0.47058823529411764,0.7368421052631579,0.8947368421052632,0.0,1.5
"Measles outbreaks continue unabated, says WHO.",Measles outbreaks continue unabated: WHO,"Measles outbreaks continue unabated , say WHO .",0.5,0.3779644730092272,0.1477219991186121,0.7075471698113208,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.8947368421052632,0.0,1.6
The Congress will vote against controversial legislation.,Congress to vote against controversial legislation,Congress vote against controversial legislation .,0.8333333333333334,0.7071067811865476,0.537284965911771,0.8066666666666668,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.9600000000000001,0.0,1.0
The BJP is confident of getting the Citizenship Bill passed in the Rajya Sabha.,BJP confident of getting Citizenship Bill passed in RS,BJP is confident of getting Citizenship Bill pass in Rajya Sabha .,0.5833333333333334,0.46056618647183833,0.3448444257953326,0.853494623655914,0.7999999999999999,0.6666666666666665,0.7999999999999999,0.9473684210526316,0.0,1.3333333333333333
Poll results from two years ago remain unpublished.,Two-year-old poll results unpublished,Poll results from two years ago remain unpublished .,0.3333333333333333,0.20412414523193154,0.056122223243057295,0.5679012345679012,0.7142857142857143,0.3333333333333333,0.42857142857142855,0.8648648648648648,0.0,2.25
A fear of eviction looms large over tribals in Madhya Pradesh.,Fear of eviction looms large over tribals in Madhya Pradesh,Fear of eviction loom large over tribals in Madhya Pradesh .,0.8181818181818182,0.7567874686642695,0.587728372510532,0.9896039603960397,1.0,1.0,1.0,0.9743589743589743,0.0,1.1
The USISPF chief has said that India and the U.S. will conclude trade talks soon.,"India, U.S. will conclude trade talks soon, says USISPF chief",USISPF chief said that India and U.S. conclude trade talks soon .,0.5,0.3692744729379982,0.11094660471566163,0.6222488995598239,0.7826086956521738,0.47619047619047616,0.6086956521739131,0.9189189189189189,0.0,1.2
'BJP-JJP govt. failed to ensure women's safety',‘BJP-JJP govt. failed to ensure women’s safety’,' BJP - JJP govt . fail to ensure women 's safety ',0.15384615384615385,0.11322770341445958,0.03285702044797773,0.38742690058479534,1.0,1.0,1.0,0.9130434782608695,0.0,1.8571428571428572
A man was arrested in Tripura for raping and burning a minor.,"Man arrested for raping, burning minor in Tripura",Man was arrested in Tripura for raping and burning minor .,0.6363636363636364,0.35675303400633784,0.06484115071397646,0.6896975657732971,0.888888888888889,0.375,0.6666666666666665,0.9090909090909091,0.0,1.375
A Supreme Court judge has called for quick dispute resolution.,SC judge for quick dispute resolution,Supreme Court judge called for quick dispute resolution .,0.5555555555555556,0.45643546458763845,0.3155984539112945,0.7682539682539684,0.7142857142857143,0.5,0.7142857142857143,0.9189189189189189,0.0,1.5
A teenager in Haryana was gang-raped twice in three months.,Haryana teen ‘gang-raped’ twice in three months,Teenager in Haryana was gang - raped twice in three months .,0.4166666666666667,0.337099931231621,0.22416933501922293,0.6453333333333334,0.7777777777777777,0.6250000000000001,0.7777777777777777,0.918918918918919,0.0,1.7142857142857142
Brokers were raided for fraudulent trades.,Brokers raided for fraudulent trades,Brokers were raided for fraudulent trades .,0.7142857142857143,0.5976143046671969,0.4347208719449914,0.9307692307692308,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.9333333333333333,0.0,1.4
A mob attacked the accused in the Walayar rape case.,Mob attacks accused in Walayar rape case,Mob attack accused in Walayar rape case .,0.75,0.6546536707079771,0.5410822690539396,0.9844782983615982,1.0,1.0,1.0,0.972972972972973,0.0,1.1428571428571428
Priyanka and Akhilesh have linked the Unnao accused to the BJP.,"Priyanka, Akhilesh link Unnao accused to BJP",Priyanka and Akhilesh linked Unnao accused to BJP .,0.5555555555555556,0.45643546458763845,0.3155984539112945,0.8314043209876543,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9473684210526315,0.0,1.2857142857142858
An NRI businessman detained in Kashmir has been released for three months.,NRI businessman detained in Kashmir released for 3 months,NRI businessman detained in Kashmir been released for three months .,0.7272727272727273,0.6030226891555273,0.4172261448611506,0.9728931830381106,0.8421052631578948,0.5882352941176471,0.8421052631578948,0.9411764705882353,0.0,1.2222222222222223
The family has opted for burial and a memorial will be set up.,"Family opts for burial, memorial to be set up",Family opted for burial and memorial be set up .,0.6,0.36514837167011066,0.1242188995129533,0.738954922628392,0.8888888888888888,0.625,0.8888888888888888,0.8749999999999999,0.0,1.1111111111111112
The Culture Ministry has said that fund misuse is being probed.,Fund misuse is being probed: Culture Ministry,Culture Ministry said that fund misuse being probed .,0.5555555555555556,0.372677996249965,0.07583235673413397,0.6194444444444446,0.7999999999999999,0.4615384615384615,0.5333333333333333,0.8947368421052632,0.0,1.2857142857142858
Four minors have been held for rape in Bulandshahr.,4 minors held for rape in Bulandshahr,Four minors been held for rape in Bulandshahr .,0.6666666666666666,0.5773502691896257,0.4671379777282001,0.9608843537414966,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.9375,0.0,1.2857142857142858
It has been stated that the arrest spree was intended to foil the Jammu bandh.,‘Arrest spree was to foil Jammu bandh’,It been stated that arrest spree was intended to foil Jammu bandh .,0.38461538461538464,0.31008683647302115,0.09669265690880861,0.6368421052631579,0.7368421052631579,0.5882352941176471,0.7368421052631579,0.9230769230769231,0.0,1.8571428571428572
Infantry colours,Infantry colours,Infantry colour,0.5,0.223606797749979,0.1495348781221221,0.9375,1.0,1.0,1.0,0.9565217391304348,0.0,1.0
The Enforcement Directorate has attached assets in a bank loan fraud case.,ED attaches assets in bank loan fraud case,Enforcement Directorate attached assets in bank loan fraud case .,0.6,0.5773502691896258,0.5169731539571706,0.8524141363862616,0.823529411764706,0.7999999999999999,0.823529411764706,0.9411764705882353,0.0,1.25
Lawyers thrashed a rape accused in Indore.,Lawyers thrash rape accused in Indore,Lawyers thrash rape accused in Indore .,0.8571428571428571,0.8451542547285166,0.8091067115702212,0.981329690346084,1.0,1.0,1.0,0.9696969696969697,0.0,1.1666666666666667
It has been stated that free legal aid and technology are levellers.,"‘Free legal aid, technology are levellers’",It been stated that free legal aid and technology are levellers .,0.25,0.1507556722888818,0.03986357128268015,0.3872053872053872,0.7058823529411764,0.5333333333333333,0.7058823529411764,0.8648648648648649,0.0,2.0
A rape victim has faced an acid attack.,Rape victim faces acid attack,Rape victim faced acid attack .,0.6666666666666666,0.5163977794943222,0.12209471671615688,0.9764705882352942,1.0,1.0,1.0,0.9230769230769231,0.0,1.2
It has been stated that sanitation has become a social movement.,‘Sanitation has become a social movement’,It been stated that sanitation become social movement .,0.2222222222222222,0.05270462766947299,0.028517539529041507,0.15873015873015875,0.5714285714285715,0.16666666666666666,0.5714285714285715,0.8666666666666667,0.0,1.5
The court has refused to cancel the warrant against Choksi.,Court refuses to cancel warrant against Choksi,Court refused to cancel warrant against Choksi .,0.75,0.6546536707079771,0.5410822690539396,0.9844782983615982,1.0,1.0,1.0,0.9411764705882353,0.0,1.1428571428571428
Chidambaram has predicted an increase in GST rates.,Chidambaram predicts increase in GST rates,Chidambaram predicted increase in GST rates .,0.7142857142857143,0.5976143046671969,0.4347208719449914,0.981329690346084,1.0,1.0,1.0,0.9655172413793104,0.0,1.1666666666666667
Amarinder has ordered a probe into the politicians-gangsters nexus.,Amarinder orders probe into politicians-gangsters nexus,Amarinder ordered probe into politicians - gangsters nexus .,0.4444444444444444,0.23570226039551587,0.06030725360407769,0.7682539682539684,1.0,1.0,1.0,0.972972972972973,0.0,1.5
A tribal girl was raped by the husband of a headmistress at Odisha.,Tribal girl raped by headmistress’ husband at Odisha,Tribal girl was raped by husband of headmistress at Odisha .,0.6363636363636364,0.43693144875265144,0.07175852914772135,0.764691418736169,0.888888888888889,0.375,0.7777777777777777,0.8947368421052632,0.0,1.375
A case has been filed against Paswan over onion prices.,Case against Paswan over onion prices,Case been filed against Paswan over onion prices .,0.6666666666666666,0.5773502691896257,0.4671379777282001,0.9347442680776015,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8387096774193548,0.0,1.5
The Statue of Unity has overtaken the Statue of Liberty.,Statue of Unity overtakes Statue of Liberty,Statue of Unity overtaken Statue of Liberty .,0.75,0.6546536707079771,0.23119742295813953,0.8294209702660407,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.967741935483871,0.0,1.1428571428571428
tamil nadu,tamil nadu,Tamil nadu,1.0,1.0,0.316227766016838,0.9375,1.0,1.0,1.0,1.0,1.0,1.0
chennai,chennai,Chennai,1.0,0.316227766016838,0.1778279410038923,0.5,1.0,0.0,1.0,1.0,1.0,1.0
It has been said that the Centre is looking to jack up GST rates to meet the budgetary deficit.,‘Centre looking to jack up GST rates to meet budgetary deficit’,It been said that Centre looking to jack up GST rates to meet budgetary deficit .,0.5625,0.5477225575051662,0.5129497107827519,0.7820719269994634,0.846153846153846,0.8333333333333333,0.846153846153846,0.9090909090909091,0.0,1.4545454545454546
Onion prices have hit a record Rs. 160 per kg.,Onion prices hit a record Rs. 160/kg,Onion prices hit record Rs . 160 per kg .,0.4,0.2981423969999719,0.1122444464861146,0.5136986301369862,0.875,0.5714285714285714,0.875,0.9444444444444444,0.0,1.4285714285714286
Light to moderate rains are likely today.,Light to moderate rains likely today,Light to moderate rains are likely today .,0.75,0.6546536707079771,0.4111336169005197,0.9498207885304659,0.923076923076923,0.7272727272727272,0.923076923076923,0.967741935483871,0.0,1.3333333333333333
The High Court is piqued over the Registry delaying disposal of cases.,HC piqued over Registry delaying disposal of cases,High Court is piqued over Registry delaying disposal of cases .,0.6363636363636364,0.6179143806533247,0.5706745777055999,0.8421440865502825,0.7777777777777777,0.75,0.7777777777777777,0.9743589743589743,0.0,1.375
Metro stations have donned a new look as CMRL looks to step up revenue.,Metro stations don new look as CMRL looks to step up revenue,Metro stations donned new look as CMRL look to step up revenue .,0.7692307692307693,0.6698641270570836,0.4250281413416978,0.9558654729109275,1.0,1.0,1.0,0.9714285714285714,0.0,1.0833333333333333
Judgement has been reserved in the Ayanavaram sexual assault case.,Judgement reserved in Ayanavaram sexual assault case,Judgement been reserved in Ayanavaram sexual assault case .,0.7777777777777778,0.6972166887783963,0.6104735835807844,0.9608843537414966,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9444444444444444,0.0,1.2857142857142858
"The CBSE can make changes to names in mark statements, according to the High Court.",CBSE can make changes to names in mark statements: HC,"CBSE make changes to names in mark statements , according to High Court .",0.5,0.4385290096535146,0.363622704650007,0.6102825745682888,0.7272727272727272,0.6,0.7272727272727272,0.8484848484848485,0.0,1.4
A warrant has been issued against an inspector.,Warrant issued against inspector,Warrant been issued against inspector .,0.6666666666666666,0.5163977794943222,0.21711852081087685,0.8928571428571429,0.888888888888889,0.5714285714285715,0.888888888888889,0.9333333333333333,0.0,1.5
Electric scooters are available for Rs. 1 per minute.,Electric scooters for Rs. 1/minute,Electric scooters are available for Rs . 1 per minute .,0.2727272727272727,0.1651445647689541,0.04411629359322707,0.45634920634920634,0.8,0.4615384615384615,0.8,0.8484848484848485,0.0,2.2
"Government eye doctors will be trained in paediatric ophthalmology, an official said.",Govt. eye doctors to be trained in paediatric ophthalmology: official,"Government eye doctors be trained in paediatric ophthalmology , official say .",0.5833333333333334,0.46056618647183833,0.2620251007173262,0.6592637054821929,0.8000000000000002,0.6666666666666666,0.8000000000000002,0.9523809523809523,0.0,1.2
A centre for health systems has opened.,Centre for health systems opens,Centre for health systems opened .,0.6666666666666666,0.6324555320336759,0.5081327481546147,0.9764705882352942,1.0,1.0,1.0,0.9333333333333333,0.0,1.2
"As T. Nagar nears its 100th anniversary, a look at its history is underway.","As T. Nagar nears 100, a look at its history","As T. Nagar near its 100th anniversary , look at its history is underway .",0.4666666666666667,0.408248290463863,0.23793665482062612,0.7559523809523812,0.6956521739130435,0.5714285714285715,0.6956521739130435,0.8947368421052632,0.0,1.5
"Despite engaging Prashant Kishor, DMK retains Demos Project's services.","Despite roping in Prashant Kishor, DMK retains Demos Project’s services","Despite engaging Prashant Kishor , DMK retain Demos Project 's services .",0.4166666666666667,0.06154574548966637,0.02547055398169822,0.5010893246187365,0.8571428571428572,0.7368421052631577,0.8571428571428572,0.9230769230769231,0.0,1.2
"The ex-Mayor of Chennai, Balasundaram, is dead.",Ex-Mayor of Chennai Balasundaram dead,"Ex - Mayor of Chennai , Balasundaram , is dead .",0.36363636363636365,0.19069251784911848,0.04740604259878138,0.5636160714285715,0.923076923076923,0.7272727272727272,0.923076923076923,0.9473684210526316,0.0,2.2
A 67-year-old man has been held for sexually assaulting a minor.,"Man, 67, held for sexually assaulting a minor",67 - year - old man been held for sexually assaulting minor .,0.38461538461538464,0.31008683647302115,0.2044800736021839,0.5694117647058823,0.7777777777777777,0.375,0.6666666666666665,0.9047619047619048,0.0,1.625
The Kavalan SOS app brings police to the door in time.,Kavalan SOS app brings police to door in time,Kavalan SOS app bring police to door in time .,0.8,0.7302967433402215,0.5253819788848316,0.9883326549993218,1.0,1.0,1.0,0.9714285714285714,0.0,1.1111111111111112
Ten people were hurt as a bus overturned.,10 hurt as bus overturns,Ten people were hurt as bus overturned .,0.375,0.32732683535398854,0.1374708101760565,0.9132075471698113,0.6666666666666666,0.6,0.6666666666666666,0.7586206896551724,0.0,1.6
The Governor has given Rs. 1 lakh to the fund for armed forces.,Governor gives Rs. 1 lakh to fund for armed forces,Governor given Rs . 1 lakh to fund for armed forces .,0.6666666666666666,0.6030226891555271,0.5331675363405771,0.8775114984265312,0.9,0.7777777777777778,0.9,1.0,0.0,1.2
Telugu will be taught at the Tamil institute.,Telugu to be taught at Tamil institute,Telugu be taught at Tamil institute .,0.8571428571428571,0.7559289460184544,0.6434588841607617,0.8412698412698414,0.923076923076923,0.7272727272727272,0.923076923076923,0.9230769230769231,0.0,1.0
Teams are studying Tamil Nadu's model on preventing accident fatalities.,Teams study T. N.’s model on preventing accident fatalities,Teams studying Tamil Nadu 's model on preventing accident fatalities .,0.5454545454545454,0.4670993664969138,0.3672056269893592,0.7519964507542148,0.8000000000000002,0.6666666666666666,0.8000000000000002,0.9500000000000001,0.0,1.2222222222222223
Charuhasan will receive an award at a film festival.,Charuhasan to get award at film festival,Charuhasan receive award at film festival .,0.7142857142857143,0.5976143046671969,0.4347208719449914,0.6914285714285714,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.9142857142857143,0.0,1.0
Three people have been held at Central station.,Three held in Central station,Three people been held at Central station .,0.5,0.26726124191242434,0.06985342056580097,0.5955188679245284,0.6666666666666666,0.2,0.6666666666666666,0.888888888888889,0.0,1.6
A woman has been held for the murder of her husband.,Woman held for murder of her husband,Woman been held for murder of her husband .,0.7777777777777778,0.6972166887783963,0.6104735835807844,0.9608843537414966,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9655172413793104,0.0,1.2857142857142858
The HITS entrance exam will be held in April.,HITS entrance exam in April,HITS entrance exam be held in April .,0.625,0.5175491695067657,0.17286039232097053,0.9132075471698113,0.8333333333333333,0.6,0.8333333333333333,0.896551724137931,0.0,1.6
coimbatore,coimbatore,Coimbatore,1.0,0.316227766016838,0.1778279410038923,0.5,1.0,0.0,1.0,1.0,1.0,1.0
Textool Road is full of potholes.,Textool Road full of potholes,Textool Road is full of potholes .,0.7142857142857143,0.5976143046671969,0.20556680845025987,0.9307692307692308,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.9285714285714286,0.0,1.4
Bharathiar University has referred the 'Part B' Ph.D. issue to the UGC.,Bharathiar University refers ‘Part B’ Ph.D. issue to UGC,Bharathiar University referred ' Part B ' Ph.D. issue to UGC .,0.5,0.4264014327112209,0.2521193618434983,0.7439104674127717,1.0,1.0,1.0,0.9268292682926829,0.0,1.3333333333333333
An HPT-32 Deepak aircraft has been exhibited at the Police Museum.,HPT-32 Deepak aircraft exhibited at Police Museum,HPT-32 Deepak aircraft been exhibited at Police Museum .,0.7777777777777778,0.6972166887783963,0.43167001068522526,0.9608843537414966,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.9545454545454545,0.0,1.2857142857142858
Activists oppose the Transgender Persons Bill.,Activists oppose Transgender Persons Bill,Activists oppose Transgender Persons Bill .,0.8333333333333334,0.816496580927726,0.7598356856515925,0.9764705882352942,1.0,1.0,1.0,0.967741935483871,0.0,1.2
A plea has been made to the civic body.,Plea to civic body,Plea been made to civic body .,0.5714285714285714,0.4364357804719847,0.17567205239427922,0.8720930232558141,0.8,0.5,0.8,0.888888888888889,0.0,1.75
A man has been arrested under the POCSO Act.,Man arrested under POCSO Act,Man been arrested under POCSO Act .,0.7142857142857143,0.5976143046671969,0.4347208719449914,0.9307692307692308,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.923076923076923,0.0,1.4
A man has been booked under the Arms Act.,Man booked under Arms Act,Man been booked under Arms Act .,0.7142857142857143,0.5976143046671969,0.4347208719449914,0.9307692307692308,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.962962962962963,0.0,1.4
Briefly,Briefly,Briefly,1.0,0.316227766016838,0.1778279410038923,0.5,1.0,0.0,1.0,1.0,1.0,1.0
Power shutdown,Power shutdown,Power shutdown,1.0,1.0,0.316227766016838,0.9375,1.0,1.0,1.0,1.0,1.0,1.0
dharmapuri,dharmapuri,Dharmapuri,1.0,0.316227766016838,0.1778279410038923,0.5,1.0,0.0,1.0,1.0,1.0,1.0
A farmers' association demands payment of cane arrears by the society.,Farmers’ association demands payment of cane arrears by society,Farmers ' association demand payment of cane arrears by society .,0.6363636363636364,0.5640760748177662,0.47987820666906633,0.8687160326086956,1.0,1.0,1.0,0.9090909090909091,0.0,1.2222222222222223
dindigul,dindigul,Dindigul,1.0,0.316227766016838,0.1778279410038923,0.5,1.0,0.0,1.0,1.0,1.0,1.0
'Build scientific temper among students',‘Build scientific temper among students’,' Build scientific temper among students ',0.42857142857142855,0.3779644730092272,0.16348126556655487,0.5662393162393162,1.0,1.0,1.0,0.918918918918919,0.0,1.4
